order_id,date,time,pizzas,day
76,02/01/2015,12:21:17,"['big_meat_s', 'hawaiian_l', 'ital_veggie_l', 'spicy_ital_l']",Friday
77,02/01/2015,12:22:46,"['bbq_ckn_m', 'hawaiian_m']",Friday
78,02/01/2015,12:28:14,"['big_meat_s', 'classic_dlx_s', 'four_cheese_l', 'ital_cpcllo_m', 'spicy_ital_l', 'thai_ckn_s']",Friday
79,02/01/2015,12:29:11,"['ital_cpcllo_l', 'pep_msh_pep_s', 'thai_ckn_l']",Friday
80,02/01/2015,12:35:38,"['pepperoni_s', 'thai_ckn_m']",Friday
81,02/01/2015,12:40:01,['thai_ckn_l'],Friday
82,02/01/2015,12:45:51,"['big_meat_s', 'cali_ckn_m', 'spicy_ital_l', 'veggie_veg_m']",Friday
83,02/01/2015,12:53:27,['southw_ckn_s'],Friday
84,02/01/2015,13:13:41,['pepperoni_l'],Friday
85,02/01/2015,13:34:49,"['classic_dlx_m', 'classic_dlx_s', 'ital_supr_l', 'the_greek_m']",Friday
86,02/01/2015,13:40:31,['hawaiian_l'],Friday
87,02/01/2015,14:01:02,"['ital_cpcllo_m', 'mexicana_m', 'spinach_supr_l', 'spinach_supr_s']",Friday
88,02/01/2015,14:10:08,['five_cheese_l'],Friday
89,02/01/2015,14:30:19,"['soppressata_l', 'thai_ckn_l']",Friday
90,02/01/2015,15:08:48,"['sicilian_l', 'thai_ckn_s']",Friday
91,02/01/2015,15:14:43,"['bbq_ckn_l', 'ckn_pesto_s', 'pepperoni_s']",Friday
92,02/01/2015,15:17:02,"['bbq_ckn_m', 'ital_supr_l', 'ital_supr_m', 'ital_veggie_s', 'pepperoni_m', 'peppr_salami_m', 'spinach_fet_s', 'spinach_supr_s', 'the_greek_m']",Friday
93,02/01/2015,15:29:31,['sicilian_m'],Friday
94,02/01/2015,16:17:16,"['ital_cpcllo_m', 'southw_ckn_s']",Friday
95,02/01/2015,16:18:04,"['napolitana_s', 'peppr_salami_l']",Friday
96,02/01/2015,16:21:20,['napolitana_s'],Friday
97,02/01/2015,16:45:33,['big_meat_s'],Friday
98,02/01/2015,17:18:18,"['classic_dlx_l', 'napolitana_l']",Friday
99,02/01/2015,17:45:42,['ital_supr_l'],Friday
100,02/01/2015,17:46:17,['hawaiian_l'],Friday
101,02/01/2015,17:51:33,"['cali_ckn_l', 'pepperoni_l', 'soppressata_l', 'spicy_ital_m']",Friday
102,02/01/2015,17:54:04,"['bbq_ckn_s', 'prsc_argla_s']",Friday
103,02/01/2015,18:02:09,['spinach_supr_s'],Friday
104,02/01/2015,18:02:12,"['bbq_ckn_m', 'ckn_alfredo_m', 'ital_veggie_m', 'veggie_veg_l']",Friday
105,02/01/2015,18:12:01,"['hawaiian_s', 'pepperoni_l', 'prsc_argla_m']",Friday
106,02/01/2015,18:12:13,"['mexicana_l', 'spicy_ital_l']",Friday
107,02/01/2015,18:25:09,"['cali_ckn_l', 'ital_supr_m', 'spicy_ital_l', 'veggie_veg_l']",Friday
108,02/01/2015,18:25:25,"['classic_dlx_l', 'hawaiian_l', 'spinach_supr_l']",Friday
109,02/01/2015,18:27:50,"['ital_cpcllo_l', 'ital_supr_l', 'pepperoni_m', 'prsc_argla_l']",Friday
110,02/01/2015,18:36:19,"['big_meat_s', 'napolitana_l', 'soppressata_l', 'spicy_ital_s']",Friday
111,02/01/2015,18:38:01,"['cali_ckn_m', 'five_cheese_l', 'pepperoni_m', 'spin_pesto_l']",Friday
112,02/01/2015,18:41:40,['pepperoni_s'],Friday
113,02/01/2015,18:50:21,"['cali_ckn_l', 'mexicana_l', 'southw_ckn_m']",Friday
114,02/01/2015,18:59:32,"['pepperoni_l', 'sicilian_s']",Friday
115,02/01/2015,19:05:17,"['big_meat_s', 'napolitana_l', 'thai_ckn_m']",Friday
116,02/01/2015,19:18:49,['five_cheese_l'],Friday
117,02/01/2015,19:23:02,"['peppr_salami_m', 'sicilian_l']",Friday
118,02/01/2015,19:26:59,"['prsc_argla_l', 'spinach_fet_s']",Friday
119,02/01/2015,19:32:29,['four_cheese_m'],Friday
120,02/01/2015,19:35:07,"['classic_dlx_s', 'hawaiian_s', 'spinach_fet_l']",Friday
121,02/01/2015,19:38:48,"['bbq_ckn_m', 'four_cheese_l', 'sicilian_l', 'southw_ckn_l']",Friday
122,02/01/2015,19:50:19,['ital_supr_m'],Friday
123,02/01/2015,20:12:09,['ital_cpcllo_s'],Friday
124,02/01/2015,20:12:34,"['bbq_ckn_s', 'sicilian_l', 'spicy_ital_l', 'the_greek_s']",Friday
125,02/01/2015,20:31:06,['the_greek_xl'],Friday
126,02/01/2015,20:53:42,['veggie_veg_l'],Friday
127,02/01/2015,20:58:23,['pepperoni_m'],Friday
128,02/01/2015,21:05:06,['spicy_ital_s'],Friday
129,02/01/2015,21:13:02,"['big_meat_s', 'the_greek_m']",Friday
130,02/01/2015,21:14:55,"['hawaiian_s', 'ital_cpcllo_l', 'mexicana_m', 'southw_ckn_s']",Friday
131,02/01/2015,21:33:10,"['ckn_pesto_l', 'five_cheese_l', 'green_garden_s', 'spinach_supr_s']",Friday
132,02/01/2015,21:42:45,['pepperoni_s'],Friday
133,02/01/2015,22:00:17,"['bbq_ckn_l', 'hawaiian_l', 'the_greek_s']",Friday
134,02/01/2015,22:13:24,"['big_meat_s', 'southw_ckn_l', 'spinach_supr_s']",Friday
135,02/01/2015,22:29:34,['veggie_veg_l'],Friday
136,02/01/2015,22:32:49,"['five_cheese_l', 'peppr_salami_s']",Friday
137,03/01/2015,11:34:10,"['mediterraneo_l', 'pepperoni_s', 'spicy_ital_m']",Saturday
138,03/01/2015,11:44:50,"['cali_ckn_m', 'four_cheese_l', 'ital_veggie_l', 'sicilian_m']",Saturday
139,03/01/2015,11:57:39,['five_cheese_l'],Saturday
140,03/01/2015,12:26:44,"['prsc_argla_s', 'veggie_veg_m']",Saturday
141,03/01/2015,13:16:01,['classic_dlx_m'],Saturday
142,03/01/2015,13:33:59,['green_garden_m'],Saturday
143,03/01/2015,13:41:36,"['cali_ckn_s', 'classic_dlx_s', 'hawaiian_l', 'mexicana_m', 'pepperoni_l', 'prsc_argla_s', 'thai_ckn_l', 'veggie_veg_m']",Saturday
144,03/01/2015,13:44:28,"['bbq_ckn_m', 'big_meat_s', 'cali_ckn_l', 'ckn_pesto_m', 'five_cheese_l', 'four_cheese_l', 'pep_msh_pep_s', 'southw_ckn_l', 'southw_ckn_s', 'spicy_ital_l', 'thai_ckn_m', 'veggie_veg_l']",Saturday
145,03/01/2015,13:53:48,['the_greek_s'],Saturday
146,03/01/2015,14:22:10,"['cali_ckn_l', 'four_cheese_m', 'hawaiian_m']",Saturday
147,03/01/2015,14:32:51,['the_greek_xl'],Saturday
148,03/01/2015,14:40:42,['mediterraneo_s'],Saturday
149,03/01/2015,14:48:45,['spinach_fet_m'],Saturday
150,03/01/2015,14:49:58,['pepperoni_m'],Saturday
151,03/01/2015,15:09:34,"['southw_ckn_l', 'spinach_supr_s']",Saturday
152,03/01/2015,15:09:42,"['hawaiian_s', 'spinach_fet_l', 'thai_ckn_s', 'the_greek_m']",Saturday
153,03/01/2015,15:16:34,['mexicana_m'],Saturday
154,03/01/2015,15:22:43,['prsc_argla_s'],Saturday
155,03/01/2015,15:28:59,"['ckn_pesto_s', 'napolitana_l', 'pepperoni_l', 'peppr_salami_l']",Saturday
156,03/01/2015,15:42:19,"['napolitana_m', 'thai_ckn_l']",Saturday
157,03/01/2015,15:43:03,"['ital_supr_l', 'mediterraneo_m', 'sicilian_m', 'spin_pesto_m']",Saturday
158,03/01/2015,15:54:30,"['ital_veggie_m', 'thai_ckn_m']",Saturday
159,03/01/2015,15:59:22,"['four_cheese_l', 'thai_ckn_m']",Saturday
160,03/01/2015,16:35:33,['classic_dlx_m'],Saturday
161,03/01/2015,16:43:46,"['hawaiian_s', 'spicy_ital_m', 'the_greek_xl']",Saturday
162,03/01/2015,16:51:22,['big_meat_s'],Saturday
163,03/01/2015,16:54:54,"['hawaiian_m', 'pepperoni_l', 'the_greek_m']",Saturday
164,03/01/2015,16:56:33,"['cali_ckn_l', 'pepperoni_m']",Saturday
165,03/01/2015,16:57:37,['prsc_argla_m'],Saturday
166,03/01/2015,16:58:51,['prsc_argla_s'],Saturday
167,03/01/2015,17:00:49,"['bbq_ckn_l', 'ital_supr_m', 'pepperoni_m']",Saturday
168,03/01/2015,17:02:27,"['big_meat_s', 'veggie_veg_m']",Saturday
169,03/01/2015,17:15:48,"['four_cheese_l', 'ital_cpcllo_s', 'sicilian_m']",Saturday
170,03/01/2015,17:21:31,['hawaiian_l'],Saturday
171,03/01/2015,17:23:03,['napolitana_m'],Saturday
172,03/01/2015,17:29:24,"['napolitana_s', 'spinach_supr_m', 'thai_ckn_l']",Saturday
173,03/01/2015,17:35:30,"['cali_ckn_m', 'classic_dlx_m', 'veggie_veg_l']",Saturday
174,03/01/2015,17:37:49,"['big_meat_s', 'cali_ckn_l', 'cali_ckn_m', 'ital_cpcllo_m']",Saturday
175,03/01/2015,17:50:51,['ital_supr_l'],Saturday
176,03/01/2015,17:51:57,"['cali_ckn_l', 'peppr_salami_m']",Saturday
177,03/01/2015,17:54:36,"['napolitana_s', 'thai_ckn_l']",Saturday
178,03/01/2015,18:15:03,['peppr_salami_l'],Saturday
179,03/01/2015,18:20:14,"['hawaiian_l', 'sicilian_m', 'veggie_veg_s']",Saturday
180,03/01/2015,18:33:34,"['classic_dlx_l', 'prsc_argla_l']",Saturday
181,03/01/2015,18:49:32,['mexicana_l'],Saturday
182,03/01/2015,18:50:10,"['brie_carre_s', 'peppr_salami_l']",Saturday
183,03/01/2015,18:54:55,"['napolitana_m', 'spin_pesto_l', 'spin_pesto_s']",Saturday
184,03/01/2015,18:59:05,['hawaiian_l'],Saturday
185,03/01/2015,19:08:33,"['sicilian_m', 'spin_pesto_s']",Saturday
186,03/01/2015,19:36:00,"['mexicana_l', 'southw_ckn_l', 'spin_pesto_l', 'thai_ckn_l']",Saturday
187,03/01/2015,19:37:12,"['five_cheese_l', 'spin_pesto_l']",Saturday
188,03/01/2015,20:08:39,"['five_cheese_l', 'pepperoni_s', 'peppr_salami_l']",Saturday
189,03/01/2015,20:12:14,"['big_meat_s', 'thai_ckn_s']",Saturday
190,03/01/2015,20:14:23,"['bbq_ckn_l', 'four_cheese_m', 'pep_msh_pep_s', 'prsc_argla_l']",Saturday
191,03/01/2015,20:24:50,"['cali_ckn_l', 'ckn_alfredo_m']",Saturday
192,03/01/2015,20:30:08,"['sicilian_s', 'southw_ckn_l']",Saturday
193,03/01/2015,20:55:47,"['big_meat_s', 'cali_ckn_m', 'ckn_alfredo_l']",Saturday
194,03/01/2015,21:21:24,['bbq_ckn_s'],Saturday
195,03/01/2015,21:25:20,['bbq_ckn_l'],Saturday
196,03/01/2015,21:40:14,"['sicilian_s', 'spicy_ital_m', 'veggie_veg_m']",Saturday
197,03/01/2015,21:47:48,"['four_cheese_l', 'ital_cpcllo_l', 'ital_veggie_l', 'soppressata_l']",Saturday
198,03/01/2015,21:55:42,"['big_meat_s', 'ckn_alfredo_l']",Saturday
199,03/01/2015,22:10:38,['ckn_alfredo_m'],Saturday
200,03/01/2015,22:24:05,['the_greek_xl'],Saturday
201,03/01/2015,22:29:59,"['calabrese_m', 'ckn_pesto_l', 'ital_supr_l', 'the_greek_xl']",Saturday
202,03/01/2015,22:50:29,['cali_ckn_s'],Saturday
203,04/01/2015,11:30:48,"['cali_ckn_l', 'ital_veggie_m', 'pep_msh_pep_l', 'the_greek_s']",Sunday
204,04/01/2015,11:36:25,['spicy_ital_l'],Sunday
205,04/01/2015,11:43:54,"['cali_ckn_s', 'ckn_alfredo_m', 'prsc_argla_s']",Sunday
206,04/01/2015,11:45:10,"['napolitana_m', 'pepperoni_s', 'spicy_ital_l']",Sunday
207,04/01/2015,12:03:58,['spicy_ital_l'],Sunday
208,04/01/2015,12:12:05,"['bbq_ckn_l', 'bbq_ckn_s', 'ckn_alfredo_m', 'pepperoni_m', 'the_greek_m']",Sunday
209,04/01/2015,12:29:17,['cali_ckn_l'],Sunday
210,04/01/2015,12:34:13,['spinach_fet_s'],Sunday
211,04/01/2015,12:54:20,['pepperoni_s'],Sunday
212,04/01/2015,13:16:03,['ital_cpcllo_l'],Sunday
213,04/01/2015,13:20:39,['four_cheese_l'],Sunday
214,04/01/2015,13:39:16,"['ital_cpcllo_l', 'ital_supr_m', 'mexicana_s', 'spin_pesto_m']",Sunday
215,04/01/2015,13:44:49,['green_garden_s'],Sunday
216,04/01/2015,14:31:56,"['bbq_ckn_m', 'five_cheese_l', 'hawaiian_l']",Sunday
217,04/01/2015,14:35:03,"['classic_dlx_m', 'spinach_fet_s']",Sunday
218,04/01/2015,14:35:11,['spicy_ital_m'],Sunday
219,04/01/2015,14:42:01,"['bbq_ckn_l', 'five_cheese_l', 'peppr_salami_m', 'spinach_fet_m']",Sunday
220,04/01/2015,15:31:59,"['hawaiian_s', 'ital_cpcllo_s', 'napolitana_l', 'spicy_ital_l']",Sunday
221,04/01/2015,15:33:18,"['five_cheese_l', 'prsc_argla_m', 'the_greek_s']",Sunday
222,04/01/2015,15:46:38,"['four_cheese_l', 'sicilian_s']",Sunday
223,04/01/2015,16:08:20,['pep_msh_pep_s'],Sunday
224,04/01/2015,16:39:58,"['ckn_alfredo_s', 'ital_supr_m', 'napolitana_m', 'thai_ckn_l']",Sunday
225,04/01/2015,16:41:48,"['bbq_ckn_l', 'bbq_ckn_m', 'southw_ckn_s']",Sunday
226,04/01/2015,16:59:39,['classic_dlx_l'],Sunday
227,04/01/2015,17:24:39,"['bbq_ckn_m', 'the_greek_m']",Sunday
228,04/01/2015,17:31:24,['ital_veggie_s'],Sunday
229,04/01/2015,17:37:57,"['ital_veggie_l', 'prsc_argla_l', 'spin_pesto_s']",Sunday
230,04/01/2015,17:58:38,['thai_ckn_m'],Sunday
231,04/01/2015,18:04:18,"['cali_ckn_l', 'napolitana_s', 'prsc_argla_s']",Sunday
232,04/01/2015,18:21:59,"['bbq_ckn_m', 'spinach_supr_l']",Sunday
233,04/01/2015,18:26:51,['spinach_fet_s'],Sunday
234,04/01/2015,18:36:09,"['ckn_alfredo_m', 'ital_supr_s', 'napolitana_m']",Sunday
235,04/01/2015,18:51:30,['cali_ckn_m'],Sunday
236,04/01/2015,19:21:04,"['classic_dlx_l', 'green_garden_m']",Sunday
237,04/01/2015,19:27:48,['green_garden_s'],Sunday
238,04/01/2015,19:45:15,['spin_pesto_l'],Sunday
239,04/01/2015,19:57:52,"['ital_supr_l', 'thai_ckn_m']",Sunday
240,04/01/2015,20:10:24,['four_cheese_m'],Sunday
241,04/01/2015,20:11:25,"['sicilian_m', 'spinach_supr_l']",Sunday
242,04/01/2015,20:15:29,"['calabrese_m', 'thai_ckn_l', 'veggie_veg_m']",Sunday
243,04/01/2015,20:26:17,"['classic_dlx_l', 'spinach_supr_s']",Sunday
244,04/01/2015,20:26:22,"['ital_supr_s', 'spicy_ital_l']",Sunday
245,04/01/2015,20:28:41,"['bbq_ckn_l', 'ckn_pesto_l']",Sunday
246,04/01/2015,20:30:48,"['ckn_alfredo_m', 'pepperoni_l']",Sunday
247,04/01/2015,20:55:29,"['hawaiian_m', 'sicilian_m', 'spinach_supr_s']",Sunday
248,04/01/2015,20:58:19,"['hawaiian_s', 'thai_ckn_l']",Sunday
249,04/01/2015,21:06:16,"['bbq_ckn_l', 'calabrese_s']",Sunday
250,04/01/2015,21:07:05,['four_cheese_m'],Sunday
251,04/01/2015,21:10:05,['mexicana_m'],Sunday
252,04/01/2015,22:13:15,['prsc_argla_m'],Sunday
253,04/01/2015,22:16:18,['brie_carre_s'],Sunday
254,04/01/2015,22:22:13,"['bbq_ckn_l', 'brie_carre_s', 'five_cheese_l']",Sunday
255,05/01/2015,11:23:35,"['five_cheese_l', 'green_garden_m', 'hawaiian_l', 'spinach_fet_m']",Monday
256,05/01/2015,11:56:06,['pep_msh_pep_l'],Monday
257,05/01/2015,11:59:04,"['cali_ckn_l', 'ckn_alfredo_l']",Monday
258,05/01/2015,11:59:23,['classic_dlx_m'],Monday
259,05/01/2015,12:04:25,['pepperoni_l'],Monday
260,05/01/2015,12:06:27,"['five_cheese_l', 'the_greek_l']",Monday
261,05/01/2015,12:38:29,['brie_carre_s'],Monday
262,05/01/2015,12:42:01,['cali_ckn_m'],Monday
263,05/01/2015,12:57:22,['spin_pesto_l'],Monday
264,05/01/2015,13:03:59,['mexicana_m'],Monday
265,05/01/2015,13:04:42,"['ckn_alfredo_m', 'mexicana_l', 'sicilian_m', 'spicy_ital_l']",Monday
266,05/01/2015,13:09:29,['peppr_salami_m'],Monday
267,05/01/2015,13:37:50,"['four_cheese_l', 'mediterraneo_l', 'napolitana_s']",Monday
268,05/01/2015,13:40:46,"['ital_supr_l', 'pepperoni_s']",Monday
269,05/01/2015,13:49:34,['ckn_alfredo_m'],Monday
270,05/01/2015,14:09:02,"['southw_ckn_l', 'spin_pesto_l', 'thai_ckn_l']",Monday
271,05/01/2015,14:22:19,"['big_meat_s', 'cali_ckn_m', 'ckn_alfredo_m', 'ckn_pesto_l', 'classic_dlx_m', 'ital_supr_m', 'sicilian_s', 'soppressata_m', 'southw_ckn_m', 'the_greek_s']",Monday
272,05/01/2015,14:24:05,['ital_supr_m'],Monday
273,05/01/2015,14:28:00,['soppressata_s'],Monday
274,05/01/2015,14:36:33,"['four_cheese_l', 'thai_ckn_l']",Monday
275,05/01/2015,14:38:14,"['classic_dlx_l', 'five_cheese_l', 'pepperoni_s', 'sicilian_m']",Monday
276,05/01/2015,15:18:18,"['five_cheese_l', 'spicy_ital_l']",Monday
277,05/01/2015,15:41:50,['four_cheese_m'],Monday
278,05/01/2015,15:49:21,"['ital_veggie_m', 'southw_ckn_l']",Monday
279,05/01/2015,16:07:03,"['cali_ckn_m', 'ckn_alfredo_m']",Monday
280,05/01/2015,16:20:23,"['prsc_argla_m', 'veggie_veg_m']",Monday
281,05/01/2015,16:33:48,['sicilian_s'],Monday
282,05/01/2015,16:49:38,"['classic_dlx_s', 'five_cheese_l', 'peppr_salami_l', 'spin_pesto_l']",Monday
283,05/01/2015,16:51:43,['napolitana_m'],Monday
284,05/01/2015,16:58:16,"['four_cheese_m', 'hawaiian_s', 'napolitana_m']",Monday
285,05/01/2015,16:58:38,['prsc_argla_l'],Monday
286,05/01/2015,17:01:23,"['ital_supr_m', 'peppr_salami_l']",Monday
287,05/01/2015,17:30:09,"['ital_supr_m', 'pep_msh_pep_m', 'pepperoni_m', 'sicilian_s']",Monday
288,05/01/2015,17:32:44,"['brie_carre_s', 'prsc_argla_l', 'spinach_supr_l']",Monday
289,05/01/2015,17:36:23,['five_cheese_l'],Monday
290,05/01/2015,17:41:16,"['classic_dlx_s', 'veggie_veg_m']",Monday
291,05/01/2015,17:44:39,"['bbq_ckn_l', 'ckn_alfredo_m', 'four_cheese_m']",Monday
292,05/01/2015,17:48:59,"['spin_pesto_m', 'spinach_fet_l']",Monday
293,05/01/2015,17:58:38,"['classic_dlx_s', 'ital_veggie_s']",Monday
294,05/01/2015,18:16:35,"['bbq_ckn_m', 'ital_supr_l', 'thai_ckn_l']",Monday
295,05/01/2015,18:20:12,['cali_ckn_m'],Monday
296,05/01/2015,18:46:54,"['green_garden_s', 'ital_cpcllo_s', 'thai_ckn_m']",Monday
297,05/01/2015,19:02:18,['southw_ckn_m'],Monday
298,05/01/2015,19:10:36,"['cali_ckn_m', 'cali_ckn_s', 'ckn_alfredo_m', 'classic_dlx_s']",Monday
299,05/01/2015,19:34:31,"['classic_dlx_s', 'spinach_fet_m']",Monday
300,05/01/2015,19:42:54,"['big_meat_s', 'ital_cpcllo_s', 'ital_veggie_s', 'spinach_supr_s']",Monday
301,05/01/2015,19:45:58,['napolitana_l'],Monday
302,05/01/2015,19:57:37,['peppr_salami_l'],Monday
303,05/01/2015,20:02:51,"['big_meat_s', 'ital_cpcllo_m', 'pepperoni_s']",Monday
304,05/01/2015,20:07:58,"['hawaiian_s', 'mexicana_l']",Monday
305,05/01/2015,20:35:40,"['pepperoni_l', 'sicilian_s', 'spicy_ital_m']",Monday
306,05/01/2015,20:37:40,"['big_meat_s', 'hawaiian_s', 'napolitana_m']",Monday
307,05/01/2015,21:45:38,"['classic_dlx_l', 'thai_ckn_m']",Monday
308,05/01/2015,21:59:46,"['hawaiian_l', 'pep_msh_pep_l', 'thai_ckn_s']",Monday
309,06/01/2015,11:39:06,"['five_cheese_l', 'peppr_salami_m']",Tuesday
310,06/01/2015,11:40:48,"['hawaiian_s', 'thai_ckn_s']",Tuesday
311,06/01/2015,11:57:27,['sicilian_l'],Tuesday
312,06/01/2015,12:05:21,"['big_meat_s', 'brie_carre_s', 'ckn_alfredo_m', 'sicilian_m']",Tuesday
313,06/01/2015,12:09:09,['classic_dlx_m'],Tuesday
314,06/01/2015,12:11:58,"['calabrese_m', 'five_cheese_l', 'green_garden_m', 'hawaiian_m', 'veggie_veg_m']",Tuesday
