order_id,date,pizzas,day
9229,2016-06-04 00:00:00,['pepperoni_l'],Saturday
2047,2016-02-03 00:00:00,"['spinach_fet_l', 'prsc_argla_m', 'pepperoni_m']",Wednesday
20887,2016-12-21 00:00:00,"['green_garden_s', 'peppr_salami_l', 'ital_veggie_s', 'southw_ckn_s', 'southw_ckn_l', 'ckn_alfredo_m', 'thai_ckn_l', 'calabrese_m']",Wednesday
14894,2016-09-06 00:00:00,"['pep_msh_pep_s', 'five_cheese_l', 'four_cheese_l']",Tuesday
954,2016-01-16 00:00:00,"['thai_ckn_l', 'thai_ckn_l']",Saturday
4681,2016-03-20 00:00:00,['southw_ckn_l'],Sunday
3330,2016-02-25 18:58:00,['ckn_alfredo_s'],Thursday
559,2016-01-09 00:00:00,['classic_dlx_s'],Saturday
2877,2016-02-17 00:00:00,"['green_garden_s', 'hawaiian_s']",Wednesday
6640,2016-04-22 00:00:00,['spin_pesto_m'],Friday
18045,2016-11-04 00:00:00,['peppr_salami_s'],Friday
11868,2016-07-17 20:15:48,"['green_garden_m', 'green_garden_s', 'spinach_fet_s', 'ital_cpcllo_m']",Sunday
9123,2016-06-02 15:31:01,"['ital_supr_m', 'ckn_pesto_l']",Thursday
6001,2016-04-11 00:00:00,['veggie_veg_l'],Monday
705,2016-01-12 00:00:00,['ital_supr_m'],Tuesday
9799,2016-06-13 00:00:00,['mexicana_l'],Monday
6294,2016-04-16 16:38:04,"['four_cheese_m', 'ital_supr_m', 'big_meat_s']",Saturday
10862,2016-07-02 00:00:00,"['classic_dlx_m', 'soppressata_m']",Saturday
3358,2016-02-26 13:13:35,['thai_ckn_s'],Friday
16362,2016-10-02 00:00:00,['bbq_ckn_l'],Sunday
7266,2016-05-02 16:14:01,['veggie_veg_m'],Monday
2317,2016-02-08 14:49:35,"['bbq_ckn_m', 'sicilian_s']",Monday
18281,2016-11-08 00:00:00,['peppr_salami_m'],Tuesday
5995,2016-04-10 22:00:00,"['pep_msh_pep_s', 'the_greek_xl', 'bbq_ckn_l']",Sunday
15109,2016-09-10 00:00:00,['southw_ckn_l'],Saturday
3887,2016-03-07 00:00:00,"['spin_pesto_l', 'spinach_fet_m', 'spinach_fet_l', 'bbq_ckn_m', 'bbq_ckn_s', 'four_cheese_l', 'peppr_salami_l', 'peppr_salami_l']",Monday
13808,2016-08-18 00:00:00,"['ital_supr_l', 'mediterraneo_l']",Thursday
12197,2016-07-23 00:00:00,['classic_dlx_l'],Saturday
9922,2016-06-15 00:00:00,"['spinach_supr_l', 'ckn_alfredo_m', 'pepperoni_m']",Wednesday
18755,2016-11-16 00:00:00,['spin_pesto_s'],Wednesday
6128,2016-04-13 17:32:58,"['sicilian_m', 'spinach_supr_l']",Wednesday
16466,2016-10-03 22:00:00,"['southw_ckn_l', 'southw_ckn_l', 'southw_ckn_m', 'thai_ckn_l']",Monday
5226,2016-03-29 00:00:00,"['prsc_argla_m', 'the_greek_xl', 'veggie_veg_m']",Tuesday
3201,2016-02-23 17:21:33,"['veggie_veg_l', 'ital_cpcllo_l', 'ckn_pesto_l']",Tuesday
9803,2016-06-13 00:00:00,"['napolitana_l', 'veggie_veg_s', 'classic_dlx_m', 'classic_dlx_s']",Monday
17902,2016-10-31 23:00:00,"['pepperoni_m', 'sicilian_s']",Monday
8004,2016-05-14 00:00:00,"['hawaiian_s', 'five_cheese_l', 'five_cheese_l']",Saturday
5816,2016-04-07 22:00:00,['calabrese_m'],Thursday
17548,2016-10-25 18:12:12,"['napolitana_m', 'classic_dlx_s']",Tuesday
4304,2016-03-14 00:00:00,['green_garden_m'],Monday
2235,2016-02-06 00:00:00,"['napolitana_m', 'peppr_salami_l']",Saturday
11907,2016-07-17 22:00:00,"['mediterraneo_m', 'ckn_pesto_s']",Sunday
3652,2016-03-03 00:00:00,"['southw_ckn_m', 'spinach_supr_s', 'ital_supr_m', 'ital_veggie_m']",Thursday
20133,2016-12-08 00:00:00,['peppr_salami_l'],Thursday
12811,2016-08-01 22:00:00,"['napolitana_m', 'ital_supr_m']",Monday
5344,2016-03-31 00:00:00,"['southw_ckn_l', 'brie_carre_s', 'veggie_veg_m']",Thursday
12272,2016-07-24 00:00:00,"['pepperoni_m', 'ital_supr_m', 'green_garden_m', 'thai_ckn_m']",Sunday
6225,2016-04-14 22:00:00,['sicilian_s'],Thursday
21063,2016-12-23 23:00:00,['four_cheese_m'],Friday
6396,2016-04-18 00:00:00,['thai_ckn_m'],Monday
5824,2016-04-08 00:00:00,"['calabrese_s', 'napolitana_l', 'four_cheese_l']",Friday
7733,2016-05-10 00:00:00,"['hawaiian_l', 'bbq_ckn_m', 'five_cheese_l']",Tuesday
9307,2016-06-05 00:00:00,"['brie_carre_s', 'spinach_fet_m']",Sunday
20839,2016-12-20 00:00:00,"['ital_supr_l', 'cali_ckn_l', 'bbq_ckn_m', 'cali_ckn_s', 'thai_ckn_l', 'hawaiian_s', 'ital_cpcllo_s', 'spinach_fet_m', 'spinach_fet_m', 'four_cheese_l', 'napolitana_m']",Tuesday
7822,2016-05-12 00:00:00,"['spicy_ital_l', 'pepperoni_l', 'bbq_ckn_l', 'thai_ckn_m', 'napolitana_s', 'pepperoni_s', 'hawaiian_s']",Thursday
16910,2016-10-14 15:40:25,"['bbq_ckn_m', 'southw_ckn_m', 'soppressata_m']",Friday
8338,2016-05-19 22:00:00,['four_cheese_m'],Thursday
11669,2016-07-14 00:00:00,['spinach_supr_s'],Thursday
63,2016-01-01 00:00:00,['pep_msh_pep_m'],Friday
9248,2016-06-04 18:48:17,['classic_dlx_s'],Saturday
16057,2016-09-26 22:00:00,['ital_supr_l'],Monday
7288,2016-05-02 00:00:00,"['bbq_ckn_m', 'cali_ckn_m']",Monday
8052,2016-05-15 00:00:00,"['sicilian_l', 'thai_ckn_l', 'spinach_fet_m']",Sunday
4576,2016-03-18 00:00:00,"['cali_ckn_l', 'green_garden_m']",Friday
2218,2016-02-06 18:29:00,"['spin_pesto_s', 'spinach_fet_l']",Saturday
16595,2016-10-06 22:00:00,['sicilian_s'],Thursday
7670,2016-05-09 16:16:03,['pep_msh_pep_l'],Monday
8438,2016-05-21 00:00:00,"['spicy_ital_l', 'spinach_fet_m', 'calabrese_m', 'pepperoni_m']",Saturday
15276,2016-09-12 18:44:03,['sicilian_s'],Monday
6783,2016-04-24 00:00:00,['cali_ckn_l'],Sunday
1607,2016-01-27 00:00:00,"['ital_cpcllo_m', 'hawaiian_s', 'brie_carre_s']",Wednesday
12227,2016-07-23 00:00:00,"['hawaiian_m', 'five_cheese_l', 'spicy_ital_l']",Saturday
18378,2016-11-09 00:00:00,['five_cheese_l'],Wednesday
11774,2016-07-16 14:19:50,['bbq_ckn_m'],Saturday
14929,2016-09-07 13:20:17,['hawaiian_l'],Wednesday
16866,2016-10-13 00:00:00,"['ital_cpcllo_l', 'four_cheese_l', 'ital_supr_m']",Thursday
8708,2016-05-26 17:17:48,"['bbq_ckn_m', 'pep_msh_pep_s']",Thursday
19557,2016-11-27 23:00:00,['napolitana_m'],Sunday
362,2016-01-06 00:00:00,"['mexicana_l', 'bbq_ckn_m']",Wednesday
3878,2016-03-05 23:00:00,['hawaiian_s'],Saturday
20503,2016-12-14 00:00:00,['ital_cpcllo_l'],Wednesday
5614,2016-04-04 20:35:00,['pepperoni_l'],Monday
8742,2016-05-27 00:00:00,"['ital_supr_m', 'ckn_pesto_l']",Friday
2398,2016-02-08 23:00:00,"['pep_msh_pep_s', 'four_cheese_l', 'the_greek_s', 'the_greek_s']",Monday
19489,2016-11-27 00:00:00,"['calabrese_l', 'ital_supr_m', 'classic_dlx_m']",Sunday
18671,2016-11-14 00:00:00,['ckn_pesto_m'],Monday
918,2016-01-16 00:00:00,['spinach_fet_s'],Saturday
18377,2016-11-09 00:00:00,"['classic_dlx_m', 'spin_pesto_l', 'hawaiian_s', 'hawaiian_m']",Wednesday
4007,2016-03-09 00:00:00,['bbq_ckn_s'],Wednesday
3498,2016-02-28 00:00:00,['veggie_veg_m'],Sunday
15740,2016-09-20 00:00:00,['pepperoni_m'],Tuesday
16195,2016-09-30 00:00:00,"['thai_ckn_s', 'spinach_fet_s']",Friday
11504,2016-07-11 00:00:00,"['big_meat_s', 'four_cheese_l']",Monday
1589,2016-01-27 00:00:00,"['southw_ckn_l', 'soppressata_l']",Wednesday
5901,2016-04-09 00:00:00,"['peppr_salami_l', 'pep_msh_pep_l']",Saturday
1319,2016-01-22 22:24:05,"['spin_pesto_m', 'peppr_salami_l']",Friday
3693,2016-03-04 00:00:00,['classic_dlx_l'],Friday
4956,2016-03-25 00:00:00,['classic_dlx_m'],Friday
2464,2016-02-09 23:00:00,['ital_veggie_m'],Tuesday
10102,2016-06-19 00:00:00,"['ckn_alfredo_m', 'thai_ckn_m']",Sunday
9834,2016-06-14 00:00:00,"['pepperoni_s', 'four_cheese_m']",Tuesday
19835,2016-12-03 00:00:00,['classic_dlx_l'],Saturday
10921,2016-07-02 00:00:00,"['four_cheese_l', 'ital_supr_m']",Saturday
17030,2016-10-15 20:12:11,"['hawaiian_l', 'spinach_fet_m']",Saturday
18598,2016-11-13 18:33:34,"['ital_supr_l', 'spin_pesto_s']",Sunday
6826,2016-04-25 13:16:55,"['southw_ckn_s', 'soppressata_l', 'pepperoni_m', 'bbq_ckn_l']",Monday
8873,2016-05-29 00:00:00,['ital_supr_m'],Sunday
18375,2016-11-09 00:00:00,"['veggie_veg_s', 'southw_ckn_l']",Wednesday
402,2016-01-07 00:00:00,"['ital_supr_m', 'four_cheese_l']",Thursday
21113,2016-12-26 00:00:00,['thai_ckn_l'],Monday
6939,2016-04-27 00:00:00,"['bbq_ckn_s', 'hawaiian_s']",Wednesday
13006,2016-08-05 00:00:00,['bbq_ckn_m'],Friday
1787,2016-01-29 23:00:00,"['pepperoni_l', 'veggie_veg_s', 'ital_cpcllo_l']",Friday
13706,2016-08-16 19:42:48,"['ital_supr_m', 'thai_ckn_s']",Tuesday
8695,2016-05-26 00:00:00,"['pepperoni_s', 'bbq_ckn_m']",Thursday
7174,2016-05-01 00:00:00,"['ital_supr_l', 'mediterraneo_m', 'four_cheese_l', 'sicilian_m', 'classic_dlx_l', 'spicy_ital_l']",Sunday
4957,2016-03-25 00:00:00,['peppr_salami_l'],Friday
12906,2016-08-03 00:00:00,['big_meat_s'],Wednesday
6204,2016-04-15 00:00:00,"['spinach_supr_m', 'thai_ckn_s', 'veggie_veg_s']",Friday
16074,2016-09-28 00:00:00,"['green_garden_s', 'ital_cpcllo_l', 'spicy_ital_l', 'four_cheese_m']",Wednesday
18821,2016-11-17 18:31:35,['thai_ckn_l'],Thursday
19945,2016-12-05 00:00:00,"['prsc_argla_l', 'spin_pesto_l', 'pepperoni_s', 'spicy_ital_l']",Monday
11354,2016-07-08 22:00:00,['green_garden_s'],Friday
3109,2016-02-21 00:00:00,"['cali_ckn_l', 'veggie_veg_l', 'four_cheese_l']",Sunday
3685,2016-03-03 00:00:00,"['ital_cpcllo_s', 'mediterraneo_l', 'pep_msh_pep_s']",Thursday
12271,2016-07-24 00:00:00,"['cali_ckn_m', 'pepperoni_m', 'calabrese_s']",Sunday
2442,2016-02-10 00:00:00,"['pep_msh_pep_s', 'brie_carre_s']",Wednesday
6009,2016-04-11 00:00:00,['southw_ckn_m'],Monday
3321,2016-02-25 00:00:00,"['spinach_fet_s', 'southw_ckn_m', 'four_cheese_l', 'spin_pesto_m']",Thursday
8520,2016-05-23 00:00:00,['classic_dlx_s'],Monday
4720,2016-03-19 23:00:00,"['spicy_ital_l', 'four_cheese_m']",Saturday
15945,2016-09-26 00:00:00,['big_meat_s'],Monday
5976,2016-04-11 00:00:00,['brie_carre_s'],Monday
21213,2016-12-28 00:00:00,"['calabrese_m', 'hawaiian_m', 'veggie_veg_s', 'four_cheese_l']",Wednesday
14604,2016-09-01 00:00:00,"['cali_ckn_l', 'prsc_argla_m', 'calabrese_m']",Thursday
7220,2016-05-01 00:00:00,['sicilian_l'],Sunday
17846,2016-10-30 23:00:00,"['big_meat_s', 'mediterraneo_m']",Sunday
12631,2016-07-30 16:19:11,['thai_ckn_l'],Saturday
10507,2016-06-25 00:00:00,['cali_ckn_s'],Saturday
11790,2016-07-16 00:00:00,['ital_cpcllo_m'],Saturday
7698,2016-05-08 22:00:00,"['the_greek_m', 'veggie_veg_m', 'pepperoni_m']",Sunday
3136,2016-02-21 23:00:00,"['spicy_ital_m', 'cali_ckn_l', 'sicilian_m', 'sicilian_m', 'sicilian_m', 'thai_ckn_l', 'thai_ckn_l', 'peppr_salami_l']",Sunday
4256,2016-03-13 00:00:00,['mexicana_l'],Sunday
14251,2016-08-26 00:00:00,"['four_cheese_l', 'southw_ckn_s', 'veggie_veg_m']",Friday
12600,2016-07-30 00:00:00,['hawaiian_s'],Saturday
194,2016-01-03 00:00:00,['bbq_ckn_s'],Sunday
17792,2016-10-30 00:00:00,['sicilian_s'],Sunday
11345,2016-07-09 00:00:00,['cali_ckn_l'],Saturday
19385,2016-11-25 23:00:00,"['peppr_salami_l', 'thai_ckn_s', 'mediterraneo_m', 'bbq_ckn_s']",Friday
7560,2016-05-07 00:00:00,['soppressata_m'],Saturday
11802,2016-07-16 00:00:00,['ckn_alfredo_m'],Saturday
4719,2016-03-20 00:00:00,['ckn_alfredo_m'],Sunday
1070,2016-01-18 00:00:00,"['bbq_ckn_m', 'pepperoni_l']",Monday
9199,2016-06-03 00:00:00,['bbq_ckn_l'],Friday
3773,2016-03-05 00:00:00,"['ital_cpcllo_l', 'napolitana_s']",Saturday
257,2016-01-05 00:00:00,"['ckn_alfredo_l', 'cali_ckn_l']",Tuesday
18244,2016-11-07 00:00:00,"['napolitana_m', 'napolitana_s']",Monday
20735,2016-12-18 00:00:00,['mexicana_m'],Sunday
13713,2016-08-15 22:00:00,['peppr_salami_m'],Monday
3036,2016-02-20 00:00:00,"['calabrese_m', 'ckn_pesto_m']",Saturday
7624,2016-05-08 00:00:00,"['classic_dlx_l', 'mediterraneo_s', 'hawaiian_s']",Sunday
7876,2016-05-12 00:00:00,['cali_ckn_l'],Thursday
19022,2016-11-21 00:00:00,['spinach_supr_l'],Monday
9146,2016-06-02 00:00:00,"['the_greek_l', 'ital_cpcllo_m', 'calabrese_s']",Thursday
2034,2016-02-03 00:00:00,['pepperoni_m'],Wednesday
9108,2016-06-01 22:00:00,"['sicilian_l', 'ital_supr_s', 'cali_ckn_m']",Wednesday
1047,2016-01-17 23:00:00,"['four_cheese_l', 'four_cheese_l', 'pepperoni_s', 'bbq_ckn_s']",Sunday
19565,2016-11-29 00:00:00,['veggie_veg_l'],Tuesday
309,2016-01-05 23:00:00,"['five_cheese_l', 'peppr_salami_m']",Tuesday
11694,2016-07-15 00:00:00,"['cali_ckn_l', 'pepperoni_l']",Friday
11859,2016-07-17 00:00:00,"['ital_cpcllo_l', 'veggie_veg_l']",Sunday
16642,2016-10-08 00:00:00,"['napolitana_l', 'napolitana_s']",Saturday
10856,2016-07-01 00:00:00,['four_cheese_l'],Friday
19642,2016-11-30 00:00:00,['prsc_argla_s'],Wednesday
8046,2016-05-15 15:15:38,['pepperoni_m'],Sunday
16373,2016-10-02 00:00:00,"['veggie_veg_s', 'pep_msh_pep_m']",Sunday
11677,2016-07-13 22:00:00,['prsc_argla_s'],Wednesday
7218,2016-05-01 18:00:53,"['hawaiian_l', 'pepperoni_s']",Sunday
1505,2016-01-25 23:00:00,"['veggie_veg_m', 'cali_ckn_l', 'classic_dlx_l', 'brie_carre_s']",Monday
20764,2016-12-18 00:00:00,"['veggie_veg_l', 'sicilian_m', 'soppressata_s']",Sunday
18964,2016-11-20 13:10:14,['pep_msh_pep_l'],Sunday
9100,2016-06-02 00:00:00,"['ital_veggie_m', 'four_cheese_l']",Thursday
8794,2016-05-28 00:00:00,"['ital_veggie_m', 'spinach_supr_s', 'calabrese_l']",Saturday
7245,2016-05-02 00:00:00,['ckn_pesto_m'],Monday
10521,2016-06-26 00:00:00,"['prsc_argla_l', 'sicilian_s']",Sunday
3969,2016-03-07 23:00:00,['mediterraneo_m'],Monday
17248,2016-10-20 00:00:00,"['spicy_ital_s', 'pepperoni_m']",Thursday
35,2016-01-01 00:00:00,"['pep_msh_pep_l', 'pepperoni_m', 'green_garden_m']",Friday
6792,2016-04-23 22:00:00,['spicy_ital_l'],Saturday
3953,2016-03-08 14:35:06,['spicy_ital_l'],Tuesday
10855,2016-07-01 00:00:00,['pep_msh_pep_s'],Friday
6719,2016-04-23 00:00:00,['ital_supr_m'],Saturday
4288,2016-03-12 23:00:00,"['ital_veggie_l', 'spin_pesto_s']",Saturday
17154,2016-10-17 00:00:00,['classic_dlx_m'],Monday
14624,2016-09-01 00:00:00,['thai_ckn_l'],Thursday
17916,2016-11-01 18:35:58,"['five_cheese_l', 'classic_dlx_m', 'pepperoni_l', 'napolitana_l']",Tuesday
18709,2016-11-15 00:00:00,"['classic_dlx_l', 'ckn_alfredo_m']",Tuesday
82,2016-01-02 00:00:00,"['veggie_veg_m', 'big_meat_s']",Saturday
792,2016-01-14 00:00:00,"['four_cheese_l', 'ital_veggie_m', 'ckn_alfredo_m', 'prsc_argla_s', 'veggie_veg_m']",Thursday
14659,2016-09-02 16:22:23,['pepperoni_m'],Friday
4966,2016-03-25 16:43:47,['classic_dlx_m'],Friday
6207,2016-04-15 00:00:00,"['thai_ckn_m', 'green_garden_s', 'classic_dlx_m']",Friday
777,2016-01-13 19:10:20,"['the_greek_m', 'bbq_ckn_l']",Wednesday
6251,2016-04-15 00:00:00,['southw_ckn_m'],Friday
17777,2016-10-30 00:00:00,"['ital_cpcllo_l', 'soppressata_s']",Sunday
17119,2016-10-17 00:00:00,"['spicy_ital_m', 'napolitana_l']",Monday
11135,2016-07-04 22:00:00,['brie_carre_s'],Monday
8510,2016-05-22 00:00:00,"['big_meat_s', 'spinach_fet_m', 'ital_cpcllo_s']",Sunday
206,2016-01-04 11:45:10,['pepperoni_s'],Monday
12850,2016-08-02 00:00:00,['bbq_ckn_s'],Tuesday
20882,2016-12-21 00:00:00,['peppr_salami_m'],Wednesday
5313,2016-03-31 00:00:00,['spin_pesto_s'],Thursday
11731,2016-07-15 16:48:35,"['pep_msh_pep_l', 'napolitana_m']",Friday
1781,2016-01-30 00:00:00,"['calabrese_l', 'bbq_ckn_l']",Saturday
4752,2016-03-21 00:00:00,['sicilian_l'],Monday
4647,2016-03-18 23:00:00,"['green_garden_s', 'cali_ckn_m']",Friday
12832,2016-08-01 22:00:00,"['veggie_veg_m', 'mexicana_l']",Monday
15280,2016-09-11 22:00:00,"['ital_supr_m', 'prsc_argla_m', 'mexicana_l', 'big_meat_s']",Sunday
20702,2016-12-18 00:00:00,['ital_veggie_l'],Sunday
18108,2016-11-05 00:00:00,"['napolitana_m', 'the_greek_xl', 'classic_dlx_m']",Saturday
14639,2016-09-02 12:14:50,['sicilian_s'],Friday
579,2016-01-10 13:51:19,['green_garden_s'],Sunday
3972,2016-03-08 00:00:00,['spinach_supr_s'],Tuesday
9396,2016-06-06 22:00:00,"['spin_pesto_s', 'southw_ckn_l', 'big_meat_s', 'cali_ckn_l']",Monday
7303,2016-05-02 00:00:00,"['the_greek_l', 'the_greek_xl', 'spinach_supr_m', 'four_cheese_m']",Monday
